No. freqHz  powerdB
366    17850000000.0    11.82
367    17900000000.0    11.82
368    17950000000.0    11.82
369    18000000000.0    11.82
370    18050000000.0    11.82
371    18100000000.0    11.87
372    18150000000.0    11.87
373    18200000000.0    11.87
374    18250000000.0    11.87
375    18300000000.0    11.87
376    18350000000.0    11.87
377    18400000000.0    11.93
378    18450000000.0    11.93
379    18500000000.0    11.93
380    18550000000.0    11.89
381    18600000000.0    11.89
382    18650000000.0    11.99
383    18700000000.0    11.89
384    18750000000.0    11.89
385    18800000000.0    11.76
386    18850000000.0    11.76
387    18900000000.0    11.80
388    18950000000.0    11.85
389    19000000000.0    11.90
390    19050000000.0    11.95
391    19100000000.0    11.95
392    19150000000.0    11.95
393    19200000000.0    11.81
394    19250000000.0    11.81
395    19300000000.0    11.81
396    19350000000.0    11.85
397    19400000000.0    11.93
398    19450000000.0    11.93
399    19500000000.0    11.87
400    19550000000.0    11.84
401    19600000000.0    11.84
402    19650000000.0    11.84
403    19700000000.0    11.84
404    19750000000.0    11.84
405    19800000000.0    11.76
406    19850000000.0    11.76
407    19900000000.0    11.86
408    19950000000.0    11.95
409    20000000000.0    11.98
410    20000000000.1    11.98
411    20050000000.0    11.93
412    20100000000.0    11.93
413    20150000000.0    11.90
414    20200000000.0    11.90
415    20250000000.0    11.86
416    20300000000.0    11.86
417    20350000000.0    11.82
418    20400000000.0    11.82
419    20450000000.0    11.89
420    20500000000.0    11.95
421    20550000000.0    11.88
422    20600000000.0    11.84
423    20650000000.0    11.84
424    20700000000.0    11.91
425    20750000000.0    11.91
426    20800000000.0    11.91
427    20850000000.0    11.91
428    20900000000.0    11.91
429    20950000000.0    11.91
430    21000000000.0    12.02
431    21050000000.0    11.93
432    21100000000.0    11.98
433    21150000000.0    11.87
434    21200000000.0    11.87
435    21250000000.0    11.87
436    21300000000.0    11.81
437    21350000000.0    11.81
438    21400000000.0    11.81
439    21450000000.0    11.88
440    21500000000.0    11.93
441    21550000000.0    11.90
442    21600000000.0    11.90
443    21650000000.0    11.90
444    21700000000.0    11.90
445    21750000000.0    11.90
446    21800000000.0    11.90
447    21850000000.0    11.90
448    21900000000.0    11.90
449    21950000000.0    11.95
450    22000000000.0    12.07
451    22050000000.0    12.00
452    22100000000.0    11.97
453    22150000000.0    11.86
454    22200000000.0    11.86
455    22250000000.0    11.90
456    22300000000.0    11.97
457    22350000000.0    11.92
458    22400000000.0    11.92
459    22420000000.0    11.92
460    22420000000.1    11.92
461    22470000000.0    11.92
462    22520000000.0    12.10
463    22570000000.0    12.04
464    22620000000.0    12.01
465    22670000000.0    11.97
